S. No.,Part No.,Description,USD Price,,
10003,3B5827301A,"HINGE, BONNET",61.61,,
10004,3B5827302A,"HINGE, BONNET",61.61,,
10005,6RU937084AZ00,CNTRL UNIT(BCM) FOR CONV SYSTEM & OB POWER SPLY,61.61,,
10006,6RF498103E,"CV JOINT WITH BOOT, ATTACHMENT PARTS AND GREASE",61.63,,
10007,6RF863368CKV9,FLOOR COVE,61.64,,
10008,1K0698451P,BRK LINING,61.69,,
10009,5J5071610,RR DIFFUSOR,61.74,,
10010,5NA857521A,MIRROR,61.75,,
10011,036141026LX,CLUTCH PRESSURE PLATE,61.77,,
10012,5N086345982V,COVER,61.77,,
10013,5Q0698451B,BRK LINING,61.78,,
10014,6Q0804056B,RETAINER,61.78,,
10015,04L903315A,TENSIONER,61.80,,
10016,030121117M,THERMOSTAT HOUSING,61.83,,
10017,02T311206F,"BEARING, MANUAL TRANSMISSION",61.86,,
10018,028129101E,"OIL TRAP, CRANKCASE BREATHER",61.88,,
10019,4H0919275GRU,SENSOR,61.88,,
10020,561927903,HARNESS,61.94,,
10021,22109309,ROCKER/ TAPPET,61.94,,
10022,02D598275,"SHAFT SEAL, DIFFERENTIAL",61.95,,
10023,000051446C,WIRING SET,61.95,,
10024,6RG955023A,BRACKET,61.97,,
10025,6RG955023B,BRACKET,61.97,,
10026,7L6955978A,CYLINDER,62.00,,
10027,6RU809958,WHEEL HOUS,62.02,,
10028,026121133F,COOLANT FLANGE,62.02,,
10029,26109111,"GEAR, CAMSHAFT",62.16,,
10030,5NA823823E,ACTIVATOR,62.19,,
10031,1Z0959769A9B9,SWITCH,62.19,,
10032,1K0951223B,HORN,62.22,,
10033,03L109119G,TOOTHED BELT,62.23,,
10034,6R0971235C,HARNESS,62.26,,
10035,1K0937517,JUNCT BOX,62.28,,
10036,6RU821105J,FENDER OLD VENTO LH,62.28,,
10037,6RU821106J,FENDER OLD VENTO RH,62.28,,
10038,6RG867913E5AP,DOOR SEAL,62.28,,
10039,6RG867914E5AP,DOOR SEAL,62.28,,
10040,G052150A2,LITH.GREAS,62.37,,
10041,01E141181A,"GUIDE TUBE, CLUTCH",62.42,,
10042,7E0905865,SWITCH,62.43,,
10043,561423810,TIE ROD,62.50,,
10044,03L145535D,SUPPORT,62.50,,
10045,03P115230C,CHAIN,62.50,,
10046,3BD609722C,"CABLE, PARKING BRAKE",62.59,,
10047,002301211D,"FLANGE LID, MANUAL TRANSMISSION",62.60,,
10048,6RG863368C07N,FLOORING,62.60,,
10049,5C6075111,MUD FLAP,62.64,,
10050,1K0721261Q,CYLINDER,62.65,,
10051,7L0411189,PACKING,62.67,,
10052,03C121008J,WATER PUMP,62.68,,
10053,03C121008JX,WATER PUMP,62.68,,
10054,1C0941071G,LIGHT,62.70,,
10055,03C121008F,WATER PUMP,62.71,,
10056,3C0825201F,LINING,62.71,,
10057,20301266,CAP PLASTIC,62.73,,
10058,6R2612041T,VACUUM PIPE,62.73,,
10059,6R2612041H,VACUUM PIPE WITHNON - RETURN VALVE,62.73,,
10060,5C6955453S,WATER RES.,62.79,,
10061,023103493B,HOSE,62.79,,
10062,030957147E,"SENSOR, CRANKSHAFT PULSE",62.85,,
10063,030957147H,"SENSOR, CRANKSHAFT PULSE",62.85,,
10064,6RF863920C,INSULATION FOR FLOOR,62.85,,
10065,6RG885501R,FRAME-BACK,62.98,,
10066,6R6827550C,GAS FILLED STRUT,62.99,,
10067,022115629R,TUBE,62.99,,
10068,1K0145834AP,HOSE,62.99,,
10069,004003215C,"PROTECTIVE CAP, ALTERNATOR",63.01,,
10070,6RF881405TWLW,SEAT COVER (LEATHERETTE),63.01,,
10071,1K0513353R,S.ABS.MTG.,63.02,,
10072,3BD609721A,"CABLE, PARKING BRAKE",63.04,,
10073,3BD609722A,"CABLE, PARKING BRAKE",63.04,,
10074,3C0853753C2ZZ,STRIP,63.04,,
10075,3C0853754C2ZZ,MOULDING,63.04,,
10076,03P103669D,COVER,63.07,,
10077,5C0951223C,HORN,63.09,,
10078,028129101D,"VALVE, ENGINE BLOCK BREATHER",63.15,,
10079,6R0035501,AERIAL BASE,63.15,,
10080,03C145299Q,TENSIONER,63.18,,
10081,G055529A2,GEAR OIL,63.21,,
10082,6V0827566,PUSH BUTTON FOR ELECTRIC LID LOCK ACTUATOR,63.22,,
10083,025121403B,"EXPANSION TANK, COOLANT",63.24,,
10084,06J903133D,TENSIONER,63.26,,
10085,03C115230C,CHAIN,63.27,,
10086,3C0199855A,ENGINE MOUNTING,63.29,,
10087,G052188A3,CLEAN SOL,63.29,,
10088,033103383K,"GASKET, CYLINDER HEAD",63.32,,
10089,3C8825201,LINING,63.33,,
10090,1K0145834L,HOSE,63.33,,
10091,6RG845011JNVB,WINDSCREEN (LAMINATED)WITH COLOUR STRIP,63.40,,
10092,030129220A,"PULLDOWN CELL, CARBURETTOR",63.40,,
10093,1K0831412P,HINGE,63.43,,
10094,3C0423811B,TIE ROD END,63.43,,
10095,3C0423812B,TIE ROD END,63.43,,
10096,5N0837205MGRU,"DOOR HANDLE, EXTERIOR",63.43,,
10097,027121065C,COOLANT TUBE,63.44,,
10098,3C0199855K,ENGINE MOUNTING,63.46,,
10099,5N0199855C,ENGINE MOUNTING,63.46,,
10100,6R0721261B,SLAVE CYLINDER,63.47,,
10101,3C4809511,REINFORCE,63.53,,
10102,059903137H,RIBBEDBELT,63.53,,
10103,5NA805911AB,WHEEL HOUS,63.53,,
10104,02M311295E,RING,63.55,,
10105,6RF885319D,SEAT PADDING,63.58,,
10106,1J0819022A,RESISTOR,63.61,,
10107,6R0071TOTIND,CAR COVER TOUAREG - TYVEK,63.61,,
10108,6RG805588R,CARRIER TIE MEMBER,63.64,,
10109,6RG805588A,CARRIER,63.64,,
10110,6RG805588B,CARRIER,63.64,,
10111,6RG805588V,CARRIER,63.64,,
10112,6RG805588LMV,CARRIER,63.64,,
10113,3B5827301B,HINGE,63.71,,
10114,3B5827302B,HINGE,63.71,,
10115,1K0130307BG,PIPE,63.71,,
10116,3C0612041H,VACUUMPIPE,63.71,,
10117,023103383B,"GASKET, CYLINDER HEAD",63.77,,
10118,06J903133A,TENSIONER,63.77,,
10119,032121111AE,THERMOSTAT HOUSING,63.77,,
10120,012311247F,RING,63.78,,
10121,038906051C,PRESSSENS,63.83,,
10122,03G903315C,TENSIONER,63.88,,
10123,5C8955409A,WIPER ARM,63.89,,
10124,5C8955410A,WIPER ARM,63.89,,
10125,026129761E,"FLANGE, CARBURETTOR",63.89,,
10126,022115629S,TUBE,63.91,,
10127,6RG807217GRU,COVER,63.92,,
10128,6RU821105,FENDER,63.94,,
10129,6R0413031C,SHOCK ABS,63.94,,
10130,03C145299J,TENSIONER,64.00,,
10131,000071597D,RIMLOCK,64.02,,
10132,71597,"COWLING, RADIATOR FAN",64.02,,
10133,6RF863742,INSULATION FOR FLOOR,64.03,,
10134,6RG845011HNVB,WINDSCREEN,64.05,,
10135,03L109111,PULLEY,64.08,,
10136,5C685337182V,SCUFF PLAT,64.11,,
10137,028103491J,"HOSE, CYLINDER HEAD COVER BREATHER",64.11,,
10138,028103491M,"HOSE, CYLINDER HEAD COVER BREATHER",64.11,,
10139,6R0199111,"CONSOLE, LEFT",64.12,,
10140,000050801C041,ARMBANDUHR,64.12,,
10141,030957147K,"SENSOR, CRANKSHAFT PULSE; RPM SENSOR, ENGINE MANAGEMENT",64.15,,
10142,5C6955103A,CYLINDER,64.20,,
10143,5C6955103D,CYLINDER,64.20,,
10144,5C6955104A,CYLINDER,64.20,,
10145,5C6955104D,CYLINDER,64.20,,
10146,1K0711112B,LEVER,64.22,,
10147,6R0121207N,FAN RING,64.25,,
10148,3T0857521C,MIRROR GLASS (CONVEX) WITH,64.28,,
10149,1K0805911K,JETTA WHEEL HOU JETTA,64.28,,
10150,1K0721261AL,CYLINDER,64.31,,
10151,03C906433E,SENDER,64.34,,
10152,03L109105,PULLY,64.36,,
10153,04L109105,PULLEY,64.36,,
10154,01V311429,SLEEVE,64.42,,
10155,3AA854949AGRU,COVER,64.46,,
10156,3C0199855,ENGINE MOUNTING,64.48,,
10157,022145933P,V-RIBBED BELTS,64.53,,
10158,026198491A,"MAIN BEARINGS, CRANKSHAFT",64.53,,
10159,5N08674611BS,COVER,64.54,,
10160,5N08674621BS,COVER,64.54,,
10161,3B9877829B2PK,COVER,64.54,,
10162,3B9877829B2XP,COVER,64.54,,
10163,5N0867461A1BS,COVER,64.54,,
10164,01V409529,"SHAFT SEAL, DIFFERENTIAL",64.62,,
10165,5N0839016C,DOOR LOCK,64.62,,
10166,5N0839015C,DOOR LATCH,64.62,,
10167,G052167M4,MOTOR OIL,64.73,,
10168,3C5065110,CARGONET,64.74,,
10169,038145736C,OIL LINE,64.74,,
10170,3C0122101FB,WATER HOSE,64.76,,
10171,012311295F,RING,64.77,,
10172,02M311277A,RING,64.77,,
10173,6U0253401B,MIDDLE SILENCER,64.77,,
10174,6Q0919149A,SENSOR,64.87,,
10175,030129765G,"FLANGE, CARBURETTOR",64.91,,
10176,036103383AF,"GASKET, CYLINDER HEAD",64.96,,
10177,54637,EXHAUST PIPE,64.98,,
10178,3C0145834M,CHARGER INTAKE HOSE,64.99,,
10179,01E311230A,BUSHING;,65.01,,
10180,03L121111AD,THERMOSTAT,65.08,,
10181,3C8825202B,LINING,65.12,,
10182,3C0201801E,EVAPCANIST,65.13,,
10183,030198151F,PISTON RING KIT,65.16,,
10184,036198151K,PISTON RING KIT,65.16,,
10185,1K0199855BJ,SUPPORT,65.18,,
10186,1K0947106GKOT,LIGHT,65.22,,
10187,028109119AC,TIMING BELT,65.22,,
10188,020911209C,"HOLDER, CARBON BRUSHES",65.26,,
10189,6Q0906517A,VALVE,65.26,,
10190,3C0513353B,TOP STRUT MOUNTING,65.26,,
10191,6R0721261,SLAVE CYLINDER,65.27,,
10192,6R0721261A,CYLINDER,65.27,,
10193,6RG845011FNVB,WINDSHIELD,65.29,,
10194,6RG845011TNVB,WINDSHIELD,65.29,,
10195,3C5807459A2ZZ,MOLDING,65.32,,
10196,025251185C,EXHAUST PIPE,65.35,,
10197,021907601A,"SENSOR, CAMSHAFT POSITION",65.36,,
10198,3C0721388L,CYLINDER,65.38,,
10199,6R0411105E,SPRING,65.43,,
10200,3C0805977,WHEEL HOUS,65.44,,
10201,036198151G,PISTON RING KIT,65.50,,
10202,3AA955453H,CONTAINER,65.52,,
10203,3C2941824,HOLDER,65.57,,
10204,021903803B,ALTERNATOR REGULATOR,65.57,,
10205,1J0615301M,BRAKE DISC,65.60,,
10206,6R2962125AREH,SAFETY SWITCH FORCENTRAL LOCKING,65.61,,
10207,6RF959565CREH,SW FOR ELEC. ADJUSTABLE & FOLDABLE EXTERIOR MIRR.,65.61,,
10208,5C8959565EREH,SWITCH,65.61,,
10209,5C8959565DREH,SWITCH,65.61,,
10210,1Z08192039B9,AIR VENT,65.61,,
10211,5C6827550,GASFILSTRU,65.66,,
10212,1K5827550C,GASFILSTRU,65.66,,
10213,5N0839015F,DOOR LOCK,65.66,,
10214,028109119P,TIMING BELT,65.69,,
10215,6RF867174A95T,ARMREST,65.81,,
10216,6RF867174COQF,ARMREST,65.81,,
10217,02A311277,RING,65.88,,
10218,014311295E,"SYNCHRONIZER RING, MANUAL TRANSMISSION",65.88,,
10219,01X311295J,RING,65.91,,
10220,6Q0200059A,LINES,65.91,,
10221,6R0200059C,1 SET OF FUEL LINES,65.91,,
10222,3D0837017,BOWD CABLE,65.95,,
10223,6Q0819875D,HOUSING,65.95,,
10224,027129627E,HOSE,65.95,,
10225,6R0011031B,JACK,66.00,,
10226,6R0121207L,RADIATOR FAN COWLING,66.00,,
10227,3B9827705C,GASKET PAPER,66.00,,
10228,6Q0810971A,WHEEL HOUS,66.00,,
10229,6RU807421AGRU,COVER,66.00,,
10230,1K0853666K9B9,GRILLE,66.05,,
10231,030105263C,"GEAR, CRANKSHAFT",66.11,,
10232,01M409253A,RING,66.12,,
10233,6U0698151C,"BRAKE PAD SET, DISC BRAKE",66.12,,
10234,025129620B,AIR FILTER,66.17,,
10235,7L6145708H,HOSE,66.19,,
10236,5Q0412331E,SUSPENSION STRUT MOUNTING,66.22,,
10237,02M311277B,RING,66.23,,
10238,02M409905F,BRACKET,66.23,,
10239,1K0721388AC,CYLINDER,66.23,,
10240,3C0853600AMQH,VW SIGN,66.23,,
10241,3C5061160,LUG PAN,66.25,,
10242,6R0145838,HOSE,66.25,,
10243,6R0145828D,HOSE,66.25,,
10244,6R0145838B,HOSE,66.25,,
10245,3C0145832C,CHARGER INTAKE HOSE,66.26,,
10246,6R0941295,ADJ MOTOR,66.28,,
10247,3D0898644,FILTER INS,66.29,,
10248,6RG845011GNVB,WINDSCREEN,66.31,,
10249,026905271A,"VACUUM CELL, IGNITION DISTRIBUTOR",66.31,,
10250,3C0199855J,SUPPORT,66.34,,
10251,1K0129622D,AIR DUCT,66.37,,
10252,5K0959565XSH,SWITCH,66.40,,
10253,3C0721388N,CYLINDER,66.42,,
10254,6RF867174CZGU,ARMREST,66.45,,
10255,D180KD3A2,2KADHESIV,66.45,,
10256,028130249B,"LINKAGE DAMPER, INJECTION SYSTEM",66.46,,
10257,1K0698451H,BRK LINING,66.50,,
10258,6RF035501,AERIAL BASE,66.56,,
10259,6Q0199851AJ,SUPPORT,66.59,,
10260,028121065K,COOLANT TUBE,66.59,,
10261,03L141032,CLUTCHDISC,66.60,,
10262,6R4837205D3FZ,HANDLE,66.62,,
10263,565121285J,AIR DUCT,66.63,,
10264,3C0199855H,ENGINE MOUNTING,66.67,,
10265,1K0199855AH,SUPPORT,66.67,,
10266,028121065T,COOLANT TUBE,66.70,,
10267,3C0819153B1QB,COVER,66.71,,
10268,6Q0511115K,SPRING,66.79,,
10269,02R311562,FORK,66.82,,
10270,6RF820103,EVAPORATOR,66.88,,
10271,6RW813301,END PLATE AMEO,66.88,,
10272,01A301251A,RING,66.90,,
10273,028103383BP,"GASKET, CYLINDER HEAD",66.90,,
10274,028103383BQ,"GASKET, CYLINDER HEAD",66.90,,
10275,028103383BR,"GASKET, CYLINDER HEAD",66.90,,
10276,06H109257C,VALVE,66.91,,
10277,3C0807717CA7W,STRIP,66.94,,
10278,5C0951221C,HORN,67.04,,
10279,6RG863742A,INSULATION FOR FLOOR,67.07,,
10280,6RU937086P,CONTROL UNIT (BCM) FORCONVENIENCE SYSTEM,67.07,,
10281,034131851C,"VALVE, EGR EXHAUST CONTROL",67.10,,
10282,5C0075111,MUD FLAP,67.10,,
10283,03F121004E,WATER PUMP,67.12,,
10284,5Q0698451L,BRK LINING,67.15,,
10285,1K0905849B,SWITCH,67.21,,
10286,026127025F,FUEL PUMP,67.24,,
10287,01M409253,RING,67.25,,
10288,7L6145972H,HOSE,67.25,,
10289,1T0941699H,FOG LAMP,67.29,,
10290,1T0941700H,FOG LAMP,67.29,,
10291,1K0615301AK,BRAKE DISC (VENTILATED),67.30,,
10292,03F121004EX,WATER PUMP,67.35,,
10293,036109243F,"TENSION SPRING, TENSIONER PULLEY (TIMING BELT)",67.36,,
10294,030957147J,"SENSOR, CRANKSHAFT PULSE",67.41,,
10295,1K0615301AS,BRAKE DISC,67.41,,
10296,1K0122291AD,COUPLPIECE,67.43,,
10297,030109243K,"TENSIONER PULLEY, TIMING BELT",67.44,,
10298,7L0805799D,SUPPORT,67.44,,
10299,6RF827566,BUTTON,67.46,,
10300,5L08070619B9,YETI SPOLIER,67.46,,
10301,6U6253609B,END SILENCER,67.47,,
10302,6RF145805,CHARGE AIR COOLER,67.53,,
10303,1K0906627B,CONVERTER,67.58,,
10304,6R0513025AG,GAS SHOCK ABSORBER,67.60,,
10305,6RU863680B82V,"CENTRE CONSOLE, UPPER PART",67.61,,
10306,5C7823509,LATCH,67.63,,
10307,5NA823823F,ACTIVATOR,67.63,,
10308,3C0145832M,CHARGER INTAKE HOSE,67.70,,
10309,3B4839015,DOOR LOCK,67.75,,
10310,3B4839016,DOOR LOCK,67.75,,
10311,1S0941699,JETTA FOG LAMP LH,67.81,,
10312,030906433K,"SENSOR, CRANKSHAFT PULSE; RPM SENSOR, ENGINE MANAGEMENT",67.81,,
10313,030906433Q,"SENSOR, CRANKSHAFT PULSE",67.81,,
10314,3Q0919275BGRU,SENSOR,67.81,,
10315,8X0698151,BRK LINING,67.83,,
10316,6RG071328BDML,BODY SIDE MOLDING (CHROME)- POLO,67.83,,
10317,WHT003857,SENSOR,67.87,,
10318,WHT003862,SENSOR,67.87,,
10319,WHT003863,SENSOR,67.87,,
10320,WHT003856,SENSOR,67.87,,
10321,WHT003859,SENSOR,67.87,,
10322,02E927321A,"RPM SENSOR, AUTOMATIC TRANSMISSION",67.87,,
10323,02E927321B,"RPM SENSOR, AUTOMATIC TRANSMISSION",67.87,,
10324,02E927321C,SPEED SENDER,67.87,,
10325,027121065D,COOLANT TUBE,67.92,,
10326,028121065E,COOLANT TUBE,67.92,,
10327,3C0121156AA,HOSE,67.92,,
10328,5JA071311,STRIP Ð DECO,67.94,,
10329,5NA805911AG,WHEEL HOUS,67.98,,
10330,5C6823301,HINGE,68.01,,
10331,3B9807791AGRU,"TRIM/PROTECTIVE STRIP, BUMPER",68.03,,
10332,3B9807792AGRU,"TRIM/PROTECTIVE STRIP, BUMPER",68.03,,
10333,1S0919275,SENSOR,68.11,,
10334,03F109158G,TIMING CHA,68.18,,
10335,5NA807651D,MEMBER,68.22,,
10336,6RG845011AANVB,WINDSHIELD,68.26,,
10337,1K0905849,SWITCH,68.29,,
10338,6R0073FLMIND,SUN CONTROL FILM EXCL. POLO,68.31,,
10339,021103051C,SHAFT OIL SEAL,68.34,,
10340,3C0805978,"PANELLING, MUDGUARD",68.36,,
10341,00A145299,"VIBRATION DAMPER, V-RIBBED BELT",68.36,,
10342,561927903A,HARNESS,68.45,,
10343,1Z0941700E,FOG LAMP,68.46,,
10344,036109119H,TIMING BELT,68.46,,
10345,6RF863925J,SOUND ABS,68.49,,
10346,6RU807421GRU,COVER,68.51,,
10347,000051446Q,ADAPTER WIRING HARNESS FOR MEDIA - IN SOCKET,68.54,,
10348,3D0061511A041,FLOORMATS,68.54,,
10349,1T0971235A,HARNESS,68.56,,
10350,3AA857739AQVZ,BELT LATCH,68.62,,
10351,3C0122051BQ,RADIATOR HOSE,68.62,,
10352,6Q0711265AN,CABLE,68.63,,
10353,6RG885501P,FRAME-BACK,68.76,,
10354,6RU809857GRU,FUEL FILLER FLAP,68.76,,
10355,3G5061160,INLAY,68.79,,
10356,02D311206B,SUPPORT WITH TAPER ROLLERBEARING,68.80,,
10357,1K4959857BREH,SWITCH,68.80,,
10358,6RF881806WLW,COVER,68.80,,
10359,6RF881805FWLW,COVER,68.80,,
10360,02T311503C,REVERSE GEAR IDLER SPINDLE,68.82,,
10361,02F311277,RING,68.82,,
10362,034905377A,KNOCK SENSOR,68.84,,
10363,03L131521R,PIPE,68.84,,
10364,03P131521D,PIPE,68.84,,
10365,03P131521A,PIPE,68.84,,
10366,01P321488,GASKET PAPER,68.90,,
10367,38145276,ROLLER,68.98,,
10368,6QE721261,SLAVE CYLINDER,69.02,,
10369,21105609,"MAIN BEARINGS, CRANKSHAFT",69.08,,
10370,028198151A,PISTON RING KIT,69.08,,
10371,6R0121253L,COOLER FOR COOLANT,69.08,,
10372,3C0129654M,HOSE,69.08,,
10373,3C0129654N,HOSE,69.08,,
10374,3C0145832D,CHARGER INTAKE HOSE,69.08,,
10375,3C0145834F,HOSE,69.08,,
10376,3C0145834L,CHARGER INTAKE HOSE,69.08,,
10377,033198012A,"GASKET SET, CYLINDER HEAD",69.11,,
10378,030957147N,"SENSOR, CRANKSHAFT PULSE",69.15,,
10379,03L141025P,CLUTCH,69.15,,
10380,06H103697A,ADJUSTER,69.18,,
10381,1S0941700,FOG LAMP,69.19,,
10382,02J311295C,SYNCHRONIZER RING,69.22,,
10383,03G109411B,ROLLER ROC,69.27,,
10384,3DD951223B,HORN,69.29,,
10385,6RU821105H,FENDER NEW VENTO LH,69.39,,
10386,6RU821105N,FENDER VENTO OLD RH,69.39,,
10387,6RU821106H,FENDER NEW VENTO RH,69.39,,
10388,6RU821106N,FENDER VENTO T2,69.39,,
10389,6RU821105L,FENDER,69.39,,
10390,6RU821106M,FENDER,69.39,,
10391,6RU621106N,FENDER OLD VENTO WITH HOLE RH,69.41,,
10392,5J0800375R,LOCK SET FABIA,69.46,,
10393,3AA854661B9B9,COVER PART,69.46,,
10394,3AA854662B9B9,COVER PART,69.46,,
10395,3AA854661A9B9,COVER PART,69.46,,
10396,5Q0698451Q,BRK LINING,69.47,,
10397,6RG857508AD9B9,HOUSING,69.55,,
10398,1K0412303H,BUFFER,69.56,,
10399,6RU827705B,GASKET,69.60,,
10400,1K0513029MP,SHOCK ABS,69.61,,
10401,03C103201K,VALVE,69.63,,
10402,02A311295D,SYNCHRONIZER RING,69.69,,
10403,03L122157K,WATER PIPE,69.69,,
10404,022103925K,COVER,69.75,,
10405,022103935AB,COVER,69.75,,
10406,03L131521Q,PIPE,69.86,,
10407,6R2721465R,TUBE,69.87,,
10408,5K0907659,SENSOR,69.91,,
10409,5G0959857DWHS,SWITCH,69.95,,
10410,5G0959857EWZU,SWITCH,69.95,,
10411,3C0501713,TRIM FOR REAR AXLE,70.04,,
10412,3AA805977,WHEEL HOUS,70.09,,
10413,3AA805978,WHEEL HOUS,70.09,,
10414,030905377A,KNOCK SENSOR,70.11,,
10415,1K0199231J,BRACKET,70.11,,
10416,1K0199232J,BRACKET,70.11,,
10417,5C6810411A,SIDE PANEL,70.11,,
10418,036105255C,"BELT PULLEY, CRANKSHAFT",70.14,,
10419,6R0615301D,BRAKE DISC,70.15,,
10420,3C0807093,CROSS RAIL,70.17,,
10421,03P131051B,HOSE,70.20,,
10422,3C0129654AJ,AIR HOSE,70.20,,
10423,06B906051,PRESSSENS,70.22,,
10424,027109119C,TIMING BELT,70.23,,
10425,03L131055DJ,HOSE,70.23,,
10426,6RF867173AZGU,ARMREST,70.25,,
10427,030121054F,RADIATOR HOSE,70.26,,
10428,3C0122101EQ,RADIATOR HOSE,70.26,,
10429,3B4839016AJ,DOOR LOCK,70.26,,
10430,021105501B,"MAIN BEARINGS, CRANKSHAFT",70.31,,
10431,028130302N,PIPE,70.34,,
10432,030905377C,KNOCK SENSOR,70.35,,
10433,030905377D,KNOCK SENSOR,70.35,,
10434,21133159,THROTTLE BODY,70.42,,
10435,022131561Q,HOLDER,70.45,,
10436,6R0819703NVAL,AIR VENT,70.45,,
10437,6R0819704NVAL,"AIR VENT, RIGHT",70.45,,
10438,6R0927904B,WIRING HARNESS FOR SPEEDSENSOR,70.48,,
10439,271980522,"CONTROL VALVE, FUEL PRESSURE",70.48,,
10440,6R0825237D,NOISE INSULATION,70.48,,
10441,6Q0959653B,CLOCKSPRIN,70.60,,
10442,022903119A,ALTERNATOR FREEWHEEL CLUTCH,70.63,,
10443,6Q0711266AC,SELECTOR CABLE,70.70,,
10444,6X0609617A,BRAKE DRUM,70.73,,
10445,5C0698451C,BRK LINING,70.73,,
10446,038903315AM,TENSIONER,70.73,,
10447,5C6810971A,WHEEL HOUS,70.76,,
10448,6R0711266B,SELECTOR CABLE,70.82,,
10449,030109243M,"TENSIONER PULLEY, TIMING BELT",70.84,,
10450,036109243J,"TENSIONER PULLEY, TIMING BELT",70.84,,
10451,028906283N,"VALVE, SECONDARY AIR INTAKE SUCTION",70.90,,
10452,03L107065AN,PISTON,70.91,,
10453,06A198119D,REPAIR KIT,70.93,,
10454,3AE845025,WINDOW,71.04,,
10455,6R0955681,PUMP FOR HEADLIGHT - WASHER SYSTEM,71.04,,
10456,5Q0907643C,SENSOR FOR AIR QUALITY,71.04,,
10457,3C5807460A2ZZ,MOLDING,71.04,,
10458,7L6823359B,GASFILSTRU,71.07,,
10459,1C0827550E,GASFILSTRU,71.07,,
10460,32129765,"FLANGE, CARBURETTOR",71.11,,
10461,028109243E,"TENSION SPRING, TENSIONER PULLEY (TIMING BELT)",71.18,,
10462,5J5800375Q,LOCK CYL SET FABIA,71.18,,
10463,036109243AF,"TENSIONER PULLEY, TIMING BELT",71.22,,
10464,036109243AG,"TENSIONER PULLEY, TIMING BELT",71.22,,
10465,03F103277B,COVER,71.22,,
10466,028109243G,"TENSIONER PULLEY, TIMING BELT",71.22,,
10467,030129765D,"FLANGE, CARBURETTOR",71.24,,
10468,6RU809957,WHEEL HOUS,71.27,,
10469,6R0411105,COIL SPRING,71.30,,
10470,6R0898191,INSERT,71.30,,
10471,3C0858329HPOR,HOLDER,71.30,,
10472,02A911255C,"DRIVE BEARING, STARTER",71.33,,
10473,5C0825237B,BAFFLE,71.33,,
10474,WHT003856B,SENSOR,71.39,,
10475,028198151B,PISTON RING KIT,71.44,,
10476,025121403A,"EXPANSION TANK, COOLANT",71.44,,
10477,3C0857521B,"MIRROR GLASS, OUTSIDE MIRROR",71.46,,
10478,3C0857521H,MIRROR,71.46,,
10479,6R0615301E,BRAKE DISC,71.46,,
10480,02T311529E,REVERSE GEAR,71.63,,
10481,03P201360A,FUEL LINE,71.75,,
10482,5Q0971228G,HARNESS,71.77,,
10483,021903119D,"PULLEY, ALTERNATOR",71.80,,
10484,021131085E,BRACKET DOOR,71.81,,
10485,02G409335A,"BEARING, DRIVE SHAFT",71.81,,
10486,6R0825235B,SOUND BAFFLE,71.84,,
10487,000953227A,RELAY,71.86,,
10488,025198151A,PISTON RING KIT,71.92,,
10489,1K0711266T,CABLE,72.01,,
10490,6C0698520,BRAKE SHOE,72.08,,
10491,6R0810972A,WHEEL HOUS,72.08,,
10492,175ATM70R14RGY,GOODYEAR 175/70R14 84T TL ATM,72.23,,
10493,02M911287J,"SOLENOID SWITCH, STARTER",72.25,,
10494,3C0698451F,"BRAKE PAD SET, DISC BRAKE",72.25,,
10495,3C0035507R,ANTENNA UNIT,72.26,,
10496,02T311529G,REVERSE GEAR,72.28,,
10497,3C0825235A,ENGINE COVER,72.29,,
10498,3B4839016AK,DOOR LOCK,72.31,,
10499,7L6945093AA,TAILLIGHT,72.35,,
10500,7L0412327A,MOUNTING,72.35,,
10501,6RG857508AE9B9,EXTERIOR MIRROR HOUSING,72.46,,
10502,03L107065AP,PISTON,72.46,,
10503,3C0864089B,BRACKET,72.49,,
10504,3B7201163,TUBE,72.49,,
10505,1T0941699J,FOG LAMP,72.51,,
10506,1T0941700J,FOG LAMP,72.51,,
10507,3C8035454,WOOFER,72.51,,
10508,02T311206H,MOUNTING WITH GROOFED BALLBEARING,72.62,,
10509,022103925BA,COVER,72.65,,
10510,022103925BB,COVER,72.65,,
10511,020911209E,"HOLDER, CARBON BRUSHES",72.66,,
10512,01M409285,FLANGE,72.70,,
10513,01M409285A,FLANGE,72.70,,
10514,185ATM60R15RGY,GOODYEAR 185/60R15 84 TTL ATM,72.73,,
10515,028145278E,"TENSIONER PULLEY, V-RIBBED BELT",72.73,,
10516,25121082,FUEL FILTER,72.77,,
10517,1U0839461B,REGULATOR,72.77,,
10518,01M409285F,FLANGE,72.82,,
10519,01M409285G,FLANGE,72.82,,
10520,028903119R,"PULLEY, ALTERNATOR",72.85,,
10521,03P906262A,OXYGEN SEN,72.88,,
10522,3AA122051A,WATER HOSE,72.90,,
10523,3C0122051CS,WATER HOSE,72.90,,
10524,301240,"BRAKE PAD SET, DISC BRAKE",72.91,,
10525,3G08538422ZZ,MOLDING,72.97,,
10526,5NA805912AD,WHEEL HOUS,73.10,,
10527,028130135A,"FUEL CUT-OFF, INJECTION SYSTEM",73.13,,
10528,6R6885501BQ,BACKREST FRAME,73.13,,
10529,030198155A,PISTON RING KIT,73.14,,
10530,5K0941669F,FOG LAMP LH,73.21,,
10531,6R0011031H,JACK,73.27,,
10532,06H109467N,TENSIONER,73.32,,
